X Xd Y Yd Th Thd s Fn Ft
0 0 0 0 0 0 0 0 0
-0.00058581 -0.117206 0.000390184 0.0779923 0.00227859 0.455717 0.102 0.874916 -0.874916
-0.00128765 -0.0215754 0.00157273 0.157564 0.0404713 7.17371 0.102 0.874916 0.728114
-0.0010819 0.0609485 0.00358524 0.243241 0.145879 13.7643 0.102 0.874916 0.695514
-2.73611e-06 0.15046 0.00653251 0.34341 0.28262 13.3086 0 0.874916 0.874916
0.00188382 0.220505 0.0105477 0.454329 0.414759 12.8529 0 0.874916 0.874916
0.00437805 0.270544 0.0157248 0.573063 0.542295 12.3972 0 0.874916 0.874916
0.00727708 0.300481 0.0221284 0.696821 0.665228 11.9415 0 0.874916 0.874916
0.010379 0.310607 0.0297962 0.823007 0.783558 11.4858 0 0.874916 0.874916
0.0134866 0.301533 0.0387407 0.94926 0.897285 11.03 0 0.874916 0.874916
0.0164101 0.274129 0.0489519 1.07349 1.00641 10.5743 0 0.874916 0.874916
0.0189695 0.22947 0.0603999 1.19387 1.11093 10.1186 0 0.874916 0.874916
0.0209966 0.16877 0.073038 1.30886 1.21085 9.66289 0 0.874916 0.874916
0.0223359 0.0933397 0.0868053 1.41721 1.30617 9.20717 0 0.874916 0.874916
0.0228045 -0.000614859 0.100633 1.31867 1.39215 7.80465 0.0685062 0.587619 -0.587619
0.0221307 -0.132784 0.113267 1.17988 1.47325 8.26037 0.102 0.874916 -0.874916
0.0202468 -0.243012 0.125614 1.26441 1.5544 7.80465 0 0.874916 0.874916
0.0172017 -0.362637 0.138769 1.33987 1.63095 7.34894 0 0.874916 0.874916
0.0130052 -0.467755 0.151474 1.17288 1.70746 7.80465 0.102 0.874916 -0.874916
0.0076086 -0.603438 0.163608 1.22876 1.784 7.34894 0 0.874916 0.874916
0.000807214 -0.745795 0.176255 1.27432 1.85595 6.89322 0 0.874916 0.874916
-0.00737833 -0.876662 0.189052 1.25809 1.92435 6.64909 0.0236787 0.874916 0.468703
-0.016992 -1.02923 0.201894 1.28344 1.98923 6.19337 0 0.874916 0.874916
-0.0273955 -1.03089 0.214664 1.24498 2.05176 6.18855 0 0.00924571 0.00924571
-0.0380392 -1.0755 0.226249 1.04646 2.11654 6.64427 0.102 0.874916 -0.874916
-0.0490802 -1.10932 0.235814 0.845311 2.18593 7.09999 0.102 0.874916 -0.874916
-0.0604052 -1.13145 0.243337 0.642163 2.25991 7.5557 0.102 0.874916 -0.874916
-0.0718915 -1.141 0.248802 0.43781 2.33851 8.01142 0.102 0.874916 -0.874916
-0.0834081 -1.13718 0.252201 0.23323 2.4217 8.46714 0.102 0.874916 -0.874916
-0.0948161 -1.11923 0.253537 0.0295873 2.5095 8.92286 0.102 0.874916 -0.874916
-0.10597 -1.08656 0.252826 -0.171769 2.6019 9.37857 0.102 0.874916 -0.874916
-0.116717 -1.03868 0.2501 -0.369303 2.6989 9.83429 0.102 0.874916 -0.874916
-0.126904 -0.975338 0.245404 -0.561306 2.8005 10.29 0.102 0.874916 -0.874916
-0.136374 -0.896476 0.238805 -0.74591 2.90671 10.7457 0.102 0.874916 -0.874916
-0.14497 -0.802321 0.230387 -0.921113 3.01752 11.2014 0.102 0.874916 -0.874916
-0.152541 -0.693406 0.220254 -1.08482 3.13293 11.6572 0.102 0.874916 -0.874916
-0.158942 -0.570612 0.208535 -1.23486 3.25295 12.1129 0.102 0.874916 -0.874916
-0.164038 -0.435199 0.195378 -1.3691 3.37757 12.5686 0.102 0.874916 -0.874916
-0.16771 -0.288835 0.180952 -1.48542 3.50679 13.0243 0.102 0.874916 -0.874916
-0.169858 -0.133609 0.16545 -1.58189 3.64061 13.48 0.102 0.874916 -0.874916
-0.170403 0.0279652 0.149079 -1.65676 3.77904 13.9357 0.102 0.874916 -0.874916
-0.170206 0.0149018 0.131327 -1.86078 3.91751 13.48 0 0.874916 0.874916
-0.169555 0.11609 0.112016 -1.96244 4.03117 8.98199 0 0.874916 -0.159845
-0.16792 0.209387 0.0916403 -2.07224 4.10263 5.12987 0 0.874916 0.00549612
-0.165687 0.234046 0.0699085 -2.23247 4.15274 4.78956 0 0.653338 0.653338
-0.163126 0.274852 0.0463613 -2.43202 4.19884 4.33385 0 0.874916 0.874916
-0.159825 0.379948 0.0213411 -2.52295 4.22256 0.324181 0 0.874916 -0.0348314
