X Xd Y Yd Th Thd s Fn Ft
0 0 0 0 0 0 0 0 0
-0.000582154 -0.115709 0.000393791 0.0794594 -0.0364574 -7.29148 0 0.874916 -0.874916
-0.00230007 -0.224055 0.00162079 0.165653 -0.107823 -6.83576 0.102 0.874916 -0.874916
-0.0050677 -0.323501 0.00375517 0.25903 -0.174585 -6.38004 0.102 0.874916 -0.874916
-0.00879585 -0.414209 0.0068642 0.358544 -0.236745 -5.92432 0.102 0.874916 -0.874916
-0.0133976 -0.496464 0.011005 0.463241 -0.294302 -5.46861 0.102 0.874916 -0.874916
-0.0187894 -0.570654 0.0162255 0.572266 -0.347257 -5.01289 0.102 0.874916 -0.874916
-0.0248922 -0.63725 0.0225657 0.684863 -0.395608 -4.55717 0.102 0.874916 -0.874916
-0.0313284 -0.63725 0.0292876 0.645823 -0.441636 -4.55717 0 0 0
-0.0380323 -0.689619 0.0363989 0.763904 -0.485384 -4.10145 0.102 0.874916 -0.874916
-0.044203 -0.530394 0.0441529 0.770437 -0.529088 -4.55717 0 0.874916 0.874916
-0.0487558 -0.369245 0.0519366 0.769602 -0.577394 -5.01289 0 0.874916 0.874916
-0.052643 -0.399495 0.0603273 0.893392 -0.625745 -4.55717 0.102 0.874916 -0.874916
-0.0558584 -0.235411 0.0692744 0.876826 -0.674051 -5.01289 0 0.874916 0.874916
-0.0578792 -0.163538 0.0783998 0.930332 -0.705871 -1.25089 0.102 0.874916 -0.0285663
-0.0587051 0.0016569 0.0876631 0.903294 -0.720784 -1.7066 0 0.874916 0.874916
-0.0578617 0.167032 0.0966397 0.873415 -0.740299 -2.16232 0 0.874916 0.874916
-0.055791 0.243809 0.105709 0.92289 -0.743291 1.60716 0.102 0.874916 -0.0266513
-0.0533681 0.235385 0.115662 1.04927 -0.72478 2.06288 0.102 0.874916 -0.874916
-0.0501644 0.400606 0.12612 1.02184 -0.706224 1.60716 0 0.874916 0.874916
-0.0455743 0.509237 0.136552 1.04452 -0.690838 1.43787 0.0320548 0.874916 0.32501
-0.0405134 0.49229 0.147731 1.17024 -0.674037 1.89359 0.102 0.874916 -0.874916
-0.0351828 0.563386 0.159818 1.22426 -0.635645 5.74698 0.102 0.874916 -0.00517241
-0.0286762 0.726387 0.172127 1.21451 -0.579879 5.29126 0 0.874916 0.874916
-0.0210133 0.790463 0.184684 1.27354 -0.506526 9.27357 0.102 0.874916 0.0278284
-0.0132821 0.737441 0.198141 1.39135 -0.410584 9.72929 0.102 0.874916 -0.874916
-0.00507345 0.888436 0.212325 1.42023 -0.314597 9.27357 0 0.874916 0.874916
0.0045546 1.01808 0.226893 1.46691 -0.222923 8.8757 0.00647384 0.874916 0.763856
0.0143751 0.923556 0.242201 1.56381 -0.131 9.33142 0.102 0.874916 -0.874916
0.0243443 1.05016 0.258324 1.63148 -0.0390311 8.8757 0 0.874916 0.874916
0.034371 0.932372 0.275197 1.7088 0.0528921 9.33142 0.102 0.874916 -0.874916
0.0431554 0.804164 0.292795 1.77452 0.149418 9.78714 0.102 0.874916 -0.874916
0.0505957 0.666253 0.310993 1.82708 0.250547 10.2429 0.102 0.874916 -0.874916
0.0565986 0.519628 0.329648 1.86492 0.356278 10.6986 0.102 0.874916 -0.874916
0.0610822 0.365578 0.348606 1.8865 0.466612 11.1543 0.102 0.874916 -0.874916
0.0639793 0.205698 0.367695 1.89038 0.581549 11.61 0.102 0.874916 -0.874916
0.0652403 0.0419031 0.386728 1.87527 0.701089 12.0657 0.102 0.874916 -0.874916
0.0648365 -0.123578 0.40551 1.84007 0.825231 12.5214 0.102 0.874916 -0.874916
0.0627633 -0.288215 0.423832 1.78398 0.953976 12.9772 0.102 0.874916 -0.874916
0.0590431 -0.449205 0.441481 1.70653 1.08732 13.4329 0.102 0.874916 -0.874916
0.0542255 -0.5088 0.459301 1.8219 1.22072 12.9772 0 0.874916 0.874916
0.0484861 -0.629017 0.477552 1.78966 1.3283 8.28045 0 0.874916 -0.210701
0.0414362 -0.767059 0.494985 1.65918 1.41421 8.73617 0.102 0.874916 -0.874916
0.0330338 -0.896507 0.511041 1.5169 1.50473 9.19189 0.102 0.874916 -0.874916
0.0233733 -1.01583 0.525602 1.36308 1.59984 9.6476 0.102 0.874916 -0.874916
0.012565 -1.12342 0.538554 1.1982 1.69956 10.1033 0.102 0.874916 -0.874916
0.000735455 -1.21763 0.549788 1.02302 1.80389 10.559 0.102 0.874916 -0.874916
-0.0119719 -1.29682 0.559206 0.838601 1.91281 11.0148 0.102 0.874916 -0.874916
-0.0253972 -1.35938 0.56672 0.646297 2.02634 11.4705 0.102 0.874916 -0.874916
-0.0399197 -1.51878 0.573291 0.65193 2.13991 11.0148 0 0.874916 0.874916
-0.0554073 -1.54523 0.578866 0.449475 2.25344 11.4705 0.102 0.874916 -0.874916
-0.0718402 -1.7106 0.583264 0.418071 2.36701 11.0148 0 0.874916 0.874916
-0.0899443 -1.8758 0.587253 0.368254 2.47598 10.559 0 0.874916 0.874916
-0.108762 -1.84725 0.589959 0.166145 2.58491 11.0148 0.102 0.874916 -0.874916
-0.127202 -1.80078 0.590643 -0.0317818 2.69844 11.4705 0.102 0.874916 -0.874916
-0.14539 -1.80078 0.590127 -0.0708215 2.81429 11.4705 0 0 0
-0.163578 -1.80078 0.589216 -0.109861 2.93014 11.4705 0 0 0
-0.18129 -1.70298 0.587234 -0.282459 3.04827 11.9262 0.102 0.874916 -0.874916
-0.197937 -1.58985 0.58357 -0.442337 3.171 12.3819 0.102 0.874916 -0.874916
-0.213369 -1.46255 0.578365 -0.587161 3.29834 12.8376 0.102 0.874916 -0.874916
-0.227451 -1.32265 0.571781 -0.714639 3.43028 13.2933 0.102 0.874916 -0.874916
-0.241172 -1.39179 0.563624 -0.904055 3.56226 12.8376 0 0.874916 0.874916
-0.255344 -1.41159 0.553587 -1.08576 3.69029 12.5108 0.0144223 0.874916 0.627499
-0.269175 -1.32505 0.542005 -1.20733 3.79372 7.92539 0 0.874916 -0.182207
-0.282647 -1.34066 0.528793 -1.41122 3.87149 7.46967 0 0.874916 0.874916
-0.296214 -1.34379 0.513517 -1.61582 3.94465 7.01395 0 0.874916 0.874916
-0.308959 -1.1783 0.497031 -1.6481 3.97904 -0.277524 0 0.874916 -0.874916
-0.320817 -1.17004 0.479363 -1.85257 3.97395 -0.733241 0 0.874916 0.874916
-0.331807 -1.00457 0.460494 -1.88432 3.96883 -0.277524 0.102 0.874916 -0.874916
-0.341126 -0.839079 0.441301 -1.91654 3.9683 0.178194 0.102 0.874916 -0.874916
-0.349134 -0.745948 0.421391 -2.02743 3.94914 -4.01394 0 0.874916 -0.0815408
-0.356661 -0.745727 0.399891 -2.23208 3.90632 -4.46966 0 0.874916 0.874916
-0.363365 -0.580256 0.377122 -2.27812 3.86346 -4.01394 0.102 0.874916 -0.874916
-0.3684 -0.415203 0.353855 -2.33087 3.82519 -3.55823 0.102 0.874916 -0.874916
-0.371771 -0.250747 0.330024 -2.38955 3.79154 -3.10251 0.102 0.874916 -0.874916
-0.373484 -0.0869865 0.305575 -2.45337 3.76248 -2.64679 0.102 0.874916 -0.874916
-0.373997 -0.013916 0.280536 -2.50575 3.72719 -4.35864 0.0457444 0.392377 -0.392377
-0.373328 0.147681 0.254857 -2.58107 3.68544 -3.90293 0.102 0.874916 -0.874916
-0.371035 0.307723 0.228385 -2.66274 3.6483 -3.44721 0.102 0.874916 -0.874916
-0.367133 0.466184 0.201059 -2.74996 3.61576 -2.99149 0.102 0.874916 -0.874916
-0.361639 0.623117 0.172829 -2.84196 3.58783 -2.53578 0.102 0.874916 -0.874916
-0.354567 0.778641 0.143648 -2.93796 3.5645 -2.08006 0.102 0.874916 -0.874916
-0.34593 0.932932 0.11348 -3.03723 3.54577 -1.62434 0.102 0.874916 -0.874916
-0.33574 1.08621 0.0822973 -3.13902 3.53164 -1.16862 0.102 0.874916 -0.874916
-0.324006 1.23874 0.0500764 -3.24263 3.52211 -0.712907 0.102 0.874916 -0.874916
