X Xd Y Yd Th Thd s Fn Ft
0 0 0 0 0 0 0 0 0
0.000582154 0.115709 0.000393791 0.0794594 0.0364574 7.29148 0.102 0.874916 0.874916
0.00113077 -0.00968151 0.00154993 0.148576 0.11238 7.74719 0.102 0.874916 -0.874916
0.00125267 0.0320104 0.00347829 0.234866 0.218924 13.4067 0.102 0.874916 0.457165
0.00198913 0.111387 0.0063725 0.341059 0.352053 12.951 0 0.874916 0.874916
0.00342959 0.171138 0.0103873 0.456376 0.48058 12.4953 0 0.874916 0.874916
0.00537405 0.21098 0.0156006 0.577996 0.604504 12.0396 0 0.874916 0.874916
0.00762172 0.231033 0.0220628 0.70327 0.723825 11.5838 0 0.874916 0.874916
0.00997478 0.231761 0.0297982 0.82977 0.838543 11.1281 0 0.874916 0.874916
0.0122416 0.21391 0.0388083 0.955313 0.948658 10.6724 0 0.874916 0.874916
0.0142391 0.178447 0.0490734 1.07798 1.05417 10.2167 0 0.874916 0.874916
0.0157951 0.126507 0.0605563 1.19615 1.15508 9.76098 0 0.874916 0.874916
0.0167492 0.059336 0.0732043 1.30844 1.25139 9.30526 0 0.874916 0.874916
0.0169542 -0.0217492 0.0869524 1.41376 1.34309 8.84954 0 0.874916 0.874916
0.0162763 -0.115406 0.101726 1.51127 1.43019 8.39382 0 0.874916 0.874916
0.0145951 -0.220298 0.117442 1.60035 1.51269 7.93811 0 0.874916 0.874916
0.0118038 -0.335123 0.134015 1.68062 1.59059 7.48239 0 0.874916 0.874916
0.00780832 -0.458637 0.151353 1.75188 1.66388 7.02667 0 0.874916 0.874916
0.00252677 -0.58967 0.169366 1.8141 1.73257 6.57096 0 0.874916 0.874916
-0.00411125 -0.727137 0.187962 1.8674 1.79666 6.11524 0 0.874916 0.874916
-0.0119666 -0.828593 0.206259 1.75366 1.85933 6.29618 0.0712495 0.874916 -0.347384
-0.020898 -0.940637 0.223613 1.68044 1.94281 10.2739 0.102 0.874916 0.0266634
-0.0307048 -0.999154 0.239621 1.48654 2.04886 10.7297 0.102 0.874916 -0.874916
-0.0410183 -1.04058 0.253642 1.28722 2.1595 11.1854 0.102 0.874916 -0.874916
-0.0523455 -1.20448 0.26658 1.27153 2.2702 10.7297 0 0.874916 0.874916
-0.0645523 -1.20971 0.278401 1.06702 2.38085 11.1854 0.102 0.874916 -0.874916
-0.0767191 -1.19626 0.288156 0.862989 2.4961 11.6411 0.102 0.874916 -0.874916
-0.0888013 -1.19626 0.296677 0.823949 2.61367 11.6411 0 0 -0
-0.100642 -1.14475 0.304012 0.627595 2.73353 12.0968 0.102 0.874916 -0.874916
-0.111868 -1.07446 0.309399 0.438695 2.85798 12.5525 0.102 0.874916 -0.874916
-0.122292 -0.985801 0.312926 0.259887 2.98704 13.0082 0.102 0.874916 -0.874916
-0.132896 -1.11291 0.314839 0.114835 3.11615 12.5525 0 0.874916 0.874916
-0.143541 -0.991504 0.315228 -0.0367047 3.24521 13.0082 0.102 0.874916 -0.874916
-0.153718 -1.02131 0.314047 -0.199524 3.37561 12.8131 0.0291597 0.874916 0.374676
-0.164437 -1.09892 0.311114 -0.384758 3.50275 12.3574 0 0.874916 0.874916
-0.175846 -1.15773 0.306265 -0.578528 3.62528 11.9016 0 0.874916 0.874916
-0.187754 -1.19755 0.299427 -0.778242 3.7432 11.4459 0 0.874916 0.874916
-0.19997 -1.21857 0.290553 -0.981485 3.85653 10.9902 0 0.874916 0.874916
-0.212306 -1.22126 0.279617 -1.18605 3.96525 10.5345 0 0.874916 0.874916
-0.224074 -1.10697 0.267204 -1.27078 4.07239 10.6825 0.0675591 0.874916 -0.284075
-0.235106 -1.07439 0.253359 -1.47213 4.17801 10.2267 0 0.874916 0.874916
-0.245725 -1.02525 0.237501 -1.66927 4.27902 9.77103 0 0.874916 0.874916
-0.25577 -0.96075 0.219678 -1.8608 4.37543 9.31531 0 0.874916 0.874916
-0.264835 -0.833305 0.200761 -1.88395 4.44244 3.90191 0 0.874916 -0.394163
-0.273199 -0.82259 0.181448 -1.94107 4.48156 3.84407 0 0.111046 0.111046
-0.280896 -0.700398 0.161695 -1.9703 4.49574 -1.08602 0 0.874916 -0.270442
-0.287526 -0.612057 0.1409 -2.14945 4.48249 -1.54174 0 0.874916 0.874916
-0.293275 -0.525902 0.11829 -2.32994 4.46464 -1.99745 0 0.874916 0.874916
-0.297873 -0.382862 0.0949818 -2.28548 4.44674 -1.54174 0.102 0.874916 -0.874916
-0.301019 -0.238535 0.0721111 -2.24326 4.43345 -1.08602 0.102 0.874916 -0.874916
-0.302703 -0.0933213 0.0496584 -2.20263 4.42476 -0.630301 0.102 0.874916 -0.874916
-0.302917 0.0524006 0.0276108 -2.16294 4.42067 -0.174583 0.102 0.874916 -0.874916
