X Xd Y Yd Th Thd s Fn Ft
0 0 0 0 0 0 0 0 0
9.41681e-05 0.0184002 0.00039073 0.0782134 0.0221768 4.43536 0.102 0.874916 0.143801
0.000840022 0.128718 0.00159543 0.16266 0.103431 11.7268 0.102 0.874916 0.874916
0.00147751 -0.0057554 0.0035394 0.220148 0.224151 12.1826 0.102 0.874916 -0.874916
0.000701277 -0.151048 0.0059795 0.260405 0.349473 12.6383 0.102 0.874916 -0.874916
-0.00158871 -0.305243 0.00873205 0.281525 0.479398 13.094 0.102 0.874916 -0.874916
-0.00547108 -0.466015 0.011595 0.281792 0.613926 13.5497 0.102 0.874916 -0.874916
-0.0109989 -0.630637 0.0143502 0.259765 0.753057 14.0054 0.102 0.874916 -0.874916
-0.0173684 -0.630637 0.0167787 0.220725 0.894512 14.0054 0 0 0
-0.0237378 -0.630637 0.0188128 0.181685 1.03597 14.0054 0 0 -0
-0.0308987 -0.787655 0.0202103 0.0903776 1.1797 14.4611 0.102 0.874916 -0.874916
-0.039602 -0.93539 0.0205736 -0.0232147 1.32804 14.9169 0.102 0.874916 -0.874916
-0.0497361 -1.07026 0.0196819 -0.158125 1.48097 15.3726 0.102 0.874916 -0.874916
-0.0611073 -1.18565 0.0184975 -0.0785669 1.63396 14.9169 0 0.874916 0.874916
-0.073587 -1.28852 0.0179112 -0.0396883 1.78284 14.5615 0 0.682318 0.682318
-0.0868979 -1.34544 0.0168043 -0.182266 1.92363 13.3045 0.0728194 0.624616 -0.624616
-0.101253 -1.49994 0.0150821 -0.161951 2.05573 12.8488 0 0.874916 0.874916
-0.116914 -1.60131 0.0129678 -0.259566 2.16645 9.04015 0 0.874916 0.0166261
-0.133219 -1.62504 0.00933356 -0.462468 2.26004 9.49586 0.102 0.874916 -0.874916
-0.150458 -1.79041 0.00452137 -0.493329 2.35367 9.04015 0 0.874916 0.874916
-0.168518 -1.78322 -0.0014841 -0.697784 2.44725 9.49586 0.102 0.874916 -0.874916
-0.187351 -1.94722 -0.0088277 -0.759566 2.54088 9.04015 0 0.874916 0.874916
-0.207003 -1.94398 -0.0167643 -0.812507 2.62933 8.46916 0.00879284 0.0754216 -0.0754216
-0.226723 -1.95988 -0.0257833 -0.975209 2.68926 3.34622 0 0.874916 -0.31981
-0.246238 -1.903 -0.0366076 -1.1698 2.72533 3.80194 0.102 0.874916 -0.874916
-0.265149 -1.84021 -0.0493862 -1.36209 2.76601 4.25765 0.102 0.874916 -0.874916
-0.283394 -1.77089 -0.0640932 -1.55155 2.81129 4.71337 0.102 0.874916 -0.874916
-0.300905 -1.6945 -0.0806969 -1.73753 2.86117 5.16909 0.102 0.874916 -0.874916
-0.318217 -1.73355 -0.098994 -1.88736 2.89536 1.56426 0 0.874916 0.0687988
