X Xd Y Yd Th Thd s Fn Ft
0 0 0 0 0 0 0 0 0
0.000582154 0.115709 0.000393791 0.0794594 0.0364574 7.29148 0.102 0.874916 0.874916
0.00113077 -0.00968151 0.00154993 0.148576 0.11238 7.74719 0.102 0.874916 -0.874916
0.000372365 -0.143134 0.00335453 0.207564 0.192905 8.20291 0.102 0.874916 -0.874916
-0.00177258 -0.284233 0.00569909 0.255175 0.278033 8.65863 0.102 0.874916 -0.874916
-0.00454911 -0.267892 0.00872636 0.345488 0.393236 14.2089 0.102 0.874916 0.429193
-0.00697439 -0.21554 0.0127993 0.463444 0.534467 13.7532 0 0.874916 0.874916
-0.0099617 -0.378319 0.0174536 0.454263 0.675653 14.2089 0.102 0.874916 -0.874916
-0.0137304 -0.371792 0.0226725 0.580589 0.816884 13.7532 0 0.874916 0.874916
-0.0175488 -0.388234 0.0291665 0.706233 0.953512 13.2974 0 0.874916 0.874916
-0.0216438 -0.426588 0.0369136 0.8282 1.08554 12.8417 0 0.874916 0.874916
-0.0262301 -0.485454 0.045863 0.943858 1.21296 12.386 0 0.874916 0.874916
-0.0315067 -0.563173 0.0559395 1.05097 1.33578 11.9303 0 0.874916 0.874916
-0.0376549 -0.657906 0.0670473 1.14767 1.454 11.4746 0 0.874916 0.874916
-0.0448369 -0.767712 0.0790735 1.23252 1.56761 11.0189 0 0.874916 0.874916
-0.0531951 -0.890607 0.0918926 1.3044 1.67662 10.5631 0 0.874916 0.874916
-0.0628517 -1.02462 0.10537 1.36256 1.78103 10.1074 0 0.874916 0.874916
-0.0739096 -1.16786 0.119364 1.40656 1.88084 9.6517 0 0.874916 0.874916
-0.0864527 -1.31851 0.13373 1.43621 1.97604 9.19599 0 0.874916 0.874916
-0.100547 -1.47488 0.148325 1.4516 2.06664 8.74027 0 0.874916 0.874916
-0.115657 -1.51506 0.161991 1.25193 2.1572 9.19599 0.102 0.874916 -0.874916
-0.131098 -1.54017 0.173624 1.04924 2.25236 9.6517 0.102 0.874916 -0.874916
-0.146653 -1.54018 0.184025 1.01004 2.34981 9.6448 9.66024e-05 0.000828618 -0.000828618
-0.162188 -1.53313 0.193203 0.805587 2.4495 10.1005 0.102 0.874916 -0.874916
-0.177767 -1.54969 0.200477 0.632826 2.55281 10.3602 0.0800638 0.874916 -0.498596
-0.193229 -1.50887 0.205868 0.433346 2.65973 10.8159 0.102 0.874916 -0.874916
-0.208193 -1.4508 0.209269 0.239276 2.77125 11.2717 0.102 0.874916 -0.874916
-0.222484 -1.37552 0.210746 0.0528094 2.88737 11.7274 0.102 0.874916 -0.874916
-0.23593 -1.28334 0.210387 -0.123726 3.00809 12.1831 0.102 0.874916 -0.874916
-0.248363 -1.175 0.208305 -0.287907 3.13342 12.6388 0.102 0.874916 -0.874916
-0.259626 -1.05163 0.204637 -0.437279 3.26335 13.0945 0.102 0.874916 -0.874916
-0.269574 -0.914787 0.199544 -0.569418 3.39789 13.5502 0.102 0.874916 -0.874916
-0.278576 -0.864983 0.193059 -0.715181 3.535 13.6017 0.0567615 0.874916 -0.0988405
-0.28708 -0.816436 0.185103 -0.860778 3.65348 9.823 0 0.874916 0.0242851
-0.29493 -0.735921 0.175769 -0.987704 3.73008 5.29903 0 0.874916 -0.166485
-0.301975 -0.657924 0.165154 -1.11515 3.76226 1.03084 0 0.874916 -0.101008
-0.308753 -0.684365 0.152878 -1.31769 3.77039 0.575126 0 0.874916 0.874916
-0.315714 -0.694027 0.138614 -1.50885 3.7743 0.195559 0.00852207 0.874916 0.728718
-0.321905 -0.530279 0.123054 -1.5728 3.77855 0.651276 0.102 0.874916 -0.874916
-0.327382 -0.554363 0.106154 -1.77571 3.78285 0.195559 0 0.874916 0.874916
-0.33274 -0.506075 0.0874737 -1.92488 3.7843 0.0894057 0.0391202 0.874916 0.2038
-0.337031 -0.342099 0.0677199 -1.98728 3.78748 0.545123 0.102 0.874916 -0.874916
-0.3406 -0.364806 0.0466329 -2.19039 3.79071 0.0894057 0 0.874916 0.874916
-0.343464 -0.200684 0.0242028 -2.25174 3.79389 0.545123 0.102 0.874916 -0.874916
