X Xd Y Yd Th Thd s Fn Ft
0 0 0 0 0 0 0 0 0
0.000582154 0.115709 0.000393791 0.0794594 0.0364574 7.29148 0.102 0.874916 0.874916
0.00194734 0.152991 0.00160055 0.160925 0.136325 12.5363 0.102 0.874916 0.351001
0.00396546 0.244689 0.00371011 0.25969 0.260663 12.0805 0 0.874916 0.874916
0.00682293 0.318929 0.00687004 0.368601 0.380398 11.6248 0 0.874916 0.874916
0.0103412 0.375322 0.0111704 0.4852 0.49553 11.1691 0 0.874916 0.874916
0.0143394 0.413831 0.0166772 0.607166 0.606059 10.7134 0 0.874916 0.874916
0.0186382 0.434721 0.0234337 0.732357 0.711986 10.2577 0 0.874916 0.874916
0.023062 0.438506 0.0314625 0.858835 0.81331 9.80196 0 0.874916 0.874916
0.0274413 0.425906 0.040768 0.984882 0.910031 9.34624 0 0.874916 0.874916
0.0314523 0.365916 0.0511151 1.0639 1.00322 9.10537 0.0240441 0.874916 0.462435
0.0349452 0.322932 0.0624681 1.18476 1.09291 8.64966 0 0.874916 0.874916
0.037934 0.266152 0.0750207 1.30126 1.17799 8.19394 0 0.874916 0.874916
0.0402851 0.1967 0.0887245 1.41254 1.25847 7.73822 0 0.874916 0.874916
0.0415447 0.0523877 0.1024 1.2923 1.33891 8.19394 0.102 0.874916 -0.874916
0.0413817 -0.0847179 0.114802 1.16042 1.42394 8.64966 0.102 0.874916 -0.874916
0.0398757 -0.213201 0.125815 1.01694 1.51358 9.10537 0.102 0.874916 -0.874916
0.0371261 -0.331185 0.135497 0.897285 1.60714 9.42428 0.0866889 0.874916 -0.61225
0.0332367 -0.437995 0.143741 0.73174 1.70461 9.87999 0.102 0.874916 -0.874916
0.0281388 -0.574368 0.151417 0.786586 1.80212 9.42428 0 0.874916 0.874916
0.0217833 -0.684474 0.158974 0.707008 1.9155 13.0638 0.102 0.874916 -0.0599292
0.0143352 -0.790345 0.165681 0.61795 2.04751 13.078 0.0525975 0.874916 -0.0274048
0.00595462 -0.867762 0.171244 0.480638 2.18046 13.2502 0.0702639 0.874916 -0.330476
-0.00291843 -0.885723 0.175083 0.277072 2.31657 13.7059 0.102 0.874916 -0.874916
-0.012692 -1.05116 0.177682 0.233372 2.45272 13.2502 0 0.874916 0.874916
-0.0241284 -1.21451 0.179728 0.167632 2.58427 12.7945 0 0.874916 0.874916
-0.0361736 -1.16673 0.180429 -0.0298769 2.71577 13.2502 0.102 0.874916 -0.874916
-0.0476324 -1.09826 0.179171 -0.21959 2.85188 13.7059 0.102 0.874916 -0.874916
-0.0588519 -1.12137 0.176186 -0.373426 2.97044 9.73304 0 0.874916 -0.0254065
-0.0708388 -1.25194 0.171721 -0.514262 3.06647 9.27732 0 0.874916 0.874916
-0.0840945 -1.37242 0.165773 -0.666878 3.15789 8.8216 0 0.874916 0.874916
-0.0985145 -1.48232 0.158231 -0.829773 3.24471 8.36589 0 0.874916 0.874916
-0.11399 -1.58136 0.148998 -1.00151 3.32692 7.91017 0 0.874916 0.874916
-0.130412 -1.6695 0.137993 -1.18074 3.40454 7.45445 0 0.874916 0.874916
-0.14767 -1.74683 0.125145 -1.3662 3.47755 6.99873 0 0.874916 0.874916
-0.165655 -1.81363 0.110397 -1.55677 3.54596 6.54302 0 0.874916 0.874916
-0.183198 -1.65793 0.0941875 -1.65222 3.61432 6.99873 0.102 0.874916 -0.874916
-0.20018 -1.70345 0.0765114 -1.85048 3.68273 6.54302 0 0.874916 0.874916
-0.216964 -1.61876 0.0571987 -1.97445 3.72567 1.91351 0 0.874916 -0.1935
-0.233474 -1.65045 0.0362491 -2.17606 3.74272 1.45779 0 0.874916 0.874916
-0.250292 -1.67973 0.0132609 -2.37812 3.75516 1.00208 0 0.874916 0.874916
-0.267396 -1.70735 -0.0117697 -2.58047 3.763 0.546358 0 0.874916 0.874916
-0.283823 -1.54385 -0.0381611 -2.64599 3.7708 1.00208 0.102 0.874916 -0.874916
