X Xd Y Yd Th Thd s Fn Ft
0 0 0 0 0 0 0 0 0
0.000582154 0.115709 0.000393791 0.0794594 0.0364574 7.29148 0.102 0.874916 0.874916
0.00113077 -0.00968151 0.00154993 0.148576 0.11238 7.74719 0.102 0.874916 -0.874916
0.000372365 -0.143134 0.00335453 0.207564 0.192905 8.20291 0.102 0.874916 -0.874916
-0.00177258 -0.284233 0.00569909 0.255175 0.278033 8.65863 0.102 0.874916 -0.874916
-0.00537835 -0.432353 0.00846235 0.290136 0.367764 9.11434 0.102 0.874916 -0.874916
-0.00943192 -0.372045 0.011964 0.405299 0.45754 8.65863 0 0.874916 0.874916
-0.0131896 -0.372045 0.0158623 0.366259 0.544992 8.65863 0 0 -0
-0.0167728 -0.339497 0.0201757 0.48957 0.630166 8.20291 0 0.874916 0.874916
-0.0204942 -0.3994 0.0254391 0.552473 0.712694 8.13878 0.0438227 0.874916 0.123129
-0.0253553 -0.564901 0.0308615 0.51861 0.797175 8.59449 0.102 0.874916 -0.874916
-0.0318881 -0.730223 0.0358707 0.470386 0.886258 9.05021 0.102 0.874916 -0.874916
-0.0400842 -0.894012 0.0403182 0.407119 0.979943 9.50593 0.102 0.874916 -0.874916
-0.0499205 -1.05472 0.0440492 0.32827 1.07823 9.96164 0.102 0.874916 -0.874916
-0.0613575 -1.21061 0.0469043 0.233491 1.18112 10.4174 0.102 0.874916 -0.874916
-0.0739296 -1.28219 0.04982 0.343738 1.28406 9.96164 0 0.874916 0.874916
-0.0875933 -1.4234 0.0526766 0.218274 1.38695 10.4174 0.102 0.874916 -0.874916
-0.102636 -1.55475 0.0541941 0.0784676 1.49444 10.8731 0.102 0.874916 -0.874916
-0.118902 -1.66937 0.055347 0.148476 1.60219 10.4588 0.00463547 0.874916 0.795394
-0.136308 -1.77615 0.0560285 -0.0170816 1.7101 10.9145 0.102 0.874916 -0.874916
-0.154721 -1.86836 0.0549821 -0.193608 1.82262 11.3702 0.102 0.874916 -0.874916
-0.173805 -1.90964 0.0524381 -0.312056 1.92907 9.69256 0.0551426 0.472992 -0.472992
-0.193411 -1.97073 0.0483269 -0.504975 2.02924 10.1483 0.102 0.874916 -0.874916
-0.213783 -2.06334 0.0426646 -0.61865 2.10932 5.66507 0 0.874916 -0.15605
-0.23481 -2.09912 0.0354143 -0.819385 2.16882 6.12079 0.102 0.874916 -0.874916
-0.256301 -2.15652 0.0263387 -0.979672 2.20173 0.337833 0 0.874916 -0.488762
-0.278208 -2.18161 0.0154303 -1.18243 2.20742 0.79355 0.102 0.874916 -0.874916
