X Xd Y Yd Th Thd s Fn Ft
0 0 0 0 0 0 0 0 0
-0.00058581 -0.117206 0.000390184 0.0779923 0.00227859 0.455717 0.102 0.874916 -0.874916
-0.00235761 -0.234945 0.00156587 0.155449 0.00915992 0.911434 0.102 0.874916 -0.874916
-0.0046379 -0.217033 0.00352782 0.233926 0.0407069 5.37974 0.102 0.874916 0.152235
-0.00672601 -0.197802 0.0062884 0.313759 0.118514 10.074 0.102 0.874916 0.210087
-0.0091434 -0.283527 0.00979015 0.37883 0.221565 10.3347 0.0801692 0.874916 -0.500404
-0.0121843 -0.320927 0.0139799 0.450885 0.326063 10.3582 0.0536266 0.874916 -0.0450593
-0.0161799 -0.472969 0.0186799 0.47735 0.432959 10.8139 0.102 0.874916 -0.874916
-0.0217437 -0.631237 0.0235635 0.486857 0.544458 11.2696 0.102 0.874916 -0.874916
-0.0284509 -0.699697 0.0287679 0.542761 0.677346 15.0827 0.102 0.874916 -0.0154745
-0.0354693 -0.694174 0.0348808 0.669106 0.827403 14.627 0 0.874916 0.874916
-0.0431044 -0.819701 0.0416092 0.660044 0.976196 14.8391 0.074729 0.874916 -0.407076
-0.0521675 -0.975597 0.0479161 0.584144 1.1282 15.2652 0.0986914 0.874916 -0.818157
-0.0624105 -1.05646 0.0542101 0.66089 1.28084 14.9572 0.0165277 0.874916 0.59138
-0.0737814 -1.1943 0.060265 0.533334 1.43378 15.3317 0.10098 0.866168 -0.866168
-0.0863761 -1.30394 0.0660902 0.618227 1.58635 14.8759 0 0.874916 0.874916
-0.100092 -1.40987 0.0715171 0.452066 1.73888 15.3317 0.102 0.874916 -0.874916
-0.114913 -1.52576 0.0758075 0.394284 1.8757 11.7269 0 0.874916 0.0688255
-0.130677 -1.59342 0.078846 0.204175 1.99642 12.1826 0.102 0.874916 -0.874916
-0.14703 -1.64204 0.079927 0.00691235 2.12175 12.6384 0.102 0.874916 -0.874916
-0.164427 -1.80512 0.0799605 -0.00379754 2.24712 12.1826 0 0.874916 0.874916
-0.183027 -1.87699 0.0792568 -0.138082 2.34743 7.63561 0 0.874916 -0.172388
-0.20197 -1.872 0.0768391 -0.342635 2.42682 8.09133 0.102 0.874916 -0.874916
-0.221702 -2.03658 0.0731031 -0.399909 2.50627 7.63561 0 0.874916 0.874916
-0.242592 -2.09974 0.0683784 -0.537646 2.56343 3.64421 0 0.874916 -0.0301551
-0.264136 -2.16676 0.0622731 -0.672861 2.5816 -0.0837664 0 0.874916 0.0372755
-0.285835 -2.12969 0.0544748 -0.873331 2.58303 0.371951 0.102 0.874916 -0.874916
-0.307157 -2.09202 0.0446524 -1.07366 2.58906 0.827668 0.102 0.874916 -0.874916
-0.328093 -2.05301 0.032808 -1.27367 2.5997 1.28339 0.102 0.874916 -0.874916
