X Xd Y Yd Th Thd s Fn Ft
0 0 0 0 0 0 0 0 0
0.000582154 0.115709 0.000393791 0.0794594 0.0364574 7.29148 0.102 0.874916 0.874916
0.00113077 -0.00968151 0.00154993 0.148576 0.11238 7.74719 0.102 0.874916 -0.874916
0.00152848 0.0868229 0.0035186 0.244038 0.227084 15.0387 0.102 0.874916 0.874916
0.00280875 0.163804 0.00651089 0.351479 0.376696 14.583 0 0.874916 0.874916
0.00463874 0.196612 0.010331 0.40631 0.522614 14.3091 0 0.525731 0.525731
0.00680186 0.228189 0.015048 0.529722 0.664858 13.8534 0 0.874916 0.874916
0.00916874 0.236794 0.0210283 0.655959 0.802499 13.3977 0 0.874916 0.874916
0.0115099 0.223015 0.0282845 0.781855 0.935537 12.942 0 0.874916 0.874916
0.013604 0.187848 0.0367986 0.904553 1.06397 12.4862 0 0.874916 0.874916
0.0147156 0.0319014 0.0454789 0.810043 1.19236 12.942 0.102 0.874916 -0.874916
0.0142924 -0.11548 0.053105 0.695689 1.32535 13.3977 0.102 0.874916 -0.874916
0.0131261 -0.11548 0.0599363 0.65665 1.46067 13.3977 0 0 0
0.0113374 -0.237362 0.0658275 0.505648 1.59827 13.8534 0.102 0.874916 -0.874916
0.00831369 -0.365066 0.0712805 0.57188 1.73591 13.3977 0 0.874916 0.874916
0.00393253 -0.505816 0.0773125 0.619919 1.86894 12.942 0 0.874916 0.874916
-0.00192341 -0.656726 0.0837347 0.648867 1.99738 12.4862 0 0.874916 0.874916
-0.00934265 -0.814999 0.0903519 0.65829 2.12121 12.0305 0 0.874916 0.874916
-0.0176456 -0.827924 0.0964467 0.547249 2.23417 10.3213 0.0450728 0.386617 -0.386617
-0.0261277 -0.849191 0.101011 0.354246 2.34041 10.7193 0.0955415 0.874916 -0.764119
-0.0346881 -0.84281 0.103566 0.149781 2.45095 11.175 0.102 0.874916 -0.874916
-0.0430915 -0.817846 0.104063 -0.0529055 2.5661 11.6307 0.102 0.874916 -0.874916
-0.0518208 -0.910038 0.102931 -0.174151 2.6828 11.4772 0.0338156 0.874916 0.294802
-0.0611644 -0.938677 0.100403 -0.328371 2.77651 7.0346 0 0.874916 -0.145644
-0.0704734 -0.903411 0.096207 -0.504107 2.81668 0.860231 0 0.874916 -0.588956
-0.0803388 -1.05153 0.0905504 -0.617279 2.82309 0.404514 0 0.874916 0.874916
-0.0916984 -1.19934 0.0837472 -0.731062 2.8249 -0.0512034 0 0.874916 0.874916
-0.104551 -1.34718 0.0757946 -0.844775 2.82211 -0.506921 0 0.874916 0.874916
-0.117786 -1.27304 0.0663268 -1.03193 2.81926 -0.0512034 0.102 0.874916 -0.874916
-0.130274 -1.19898 0.0549683 -1.21912 2.82103 0.404514 0.102 0.874916 -0.874916
-0.142255 -1.1734 0.0422047 -1.30924 2.81714 -1.18873 0.0351793 0.301754 -0.301754
-0.15485 -1.32223 0.028421 -1.42095 2.80286 -1.64445 0 0.874916 0.874916
-0.167851 -1.2518 0.0131255 -1.60991 2.78853 -1.18873 0.102 0.874916 -0.874916
-0.181247 -1.40266 -0.00367352 -1.71734 2.77425 -1.64445 0 0.874916 0.874916
-0.195082 -1.33655 -0.0219723 -1.90824 2.75991 -1.18873 0.102 0.874916 -0.874916
-0.208258 -1.27227 -0.0422035 -2.09993 2.75019 -0.733014 0.102 0.874916 -0.874916
-0.220792 -1.20914 -0.0643734 -2.2921 2.74506 -0.277297 0.102 0.874916 -0.874916
-0.232691 -1.14644 -0.0884853 -2.48444 2.74454 0.17842 0.102 0.874916 -0.874916
